distribution_id,source_id,reference_year,regulation,building_type,construction_period,published_energy_bin_kwh_m2_year,dwelling_count,evidence_status,source_url,retrieved_at,source_html_sha256
DIST-B02-FAMILY_HOUSE-06-51,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,510,18,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-52,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,520,22,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-53,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,530,20,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-54,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,540,12,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-55,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,550,16,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-56,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,560,6,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-57,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,570,3,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-58,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,580,6,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-06-59,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2001–2010,590,6,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-07-01,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2011–2015,10,107,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-07-02,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2011–2015,20,184,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
